time,x,y,z
14:07:06,0.26,0.14,0.77
14:07:06,0.24,0.09,0.95
14:07:06,0.19,0.17,0.97
14:07:06,0.31,0.16,1.00
14:07:06,0.26,0.22,1.11
14:07:06,0.30,0.10,1.03
14:07:06,0.27,0.14,0.99
14:07:06,0.25,0.07,0.93
14:07:06,0.26,0.07,0.89
14:07:06,0.25,0.07,0.86
14:07:06,0.26,0.12,0.84
14:07:06,0.23,0.10,0.90
14:07:06,0.29,0.09,0.93
14:07:06,0.40,0.12,1.03
14:07:06,0.37,0.09,0.95
14:07:06,0.40,0.15,0.99
14:07:07,0.37,0.20,0.93
14:07:07,0.41,0.09,0.95
14:07:07,0.34,0.17,0.88
14:07:07,0.28,0.11,0.87
14:07:07,0.19,0.16,0.93
14:07:07,0.13,0.09,0.92
14:07:07,0.24,0.05,0.93
14:07:07,0.27,0.05,1.00
14:07:07,0.26,0.09,0.96
14:07:07,0.29,0.06,0.96
14:07:07,0.29,0.10,0.93
14:07:07,0.20,0.09,0.90
14:07:07,0.16,0.05,0.96
14:07:07,0.20,0.07,0.92
14:07:07,0.20,0.06,0.89
14:07:07,0.19,0.04,0.95
14:07:07,0.16,0.07,1.00
14:07:07,0.22,0.02,0.99
14:07:07,0.11,0.11,0.98
14:07:08,0.20,0.06,0.96
14:07:08,0.25,-0.00,0.94
14:07:08,0.21,0.04,0.85
14:07:08,0.25,-0.09,0.77
14:07:08,0.25,-0.12,0.97
14:07:08,0.17,-0.05,0.91
14:07:08,0.17,-0.04,0.93
14:07:08,0.19,-0.10,0.93
14:07:08,0.16,0.05,1.00
14:07:08,0.22,-0.12,0.94
14:07:08,0.20,-0.00,1.03
14:07:08,0.19,-0.17,0.96
14:07:08,0.22,0.04,0.99
14:07:08,0.26,-0.07,0.90
14:07:08,0.25,-0.03,1.04
14:07:08,0.21,-0.03,0.90
14:07:08,0.27,-0.06,0.92
14:07:08,0.29,-0.08,0.94
14:07:08,0.22,0.02,0.91
14:07:08,0.21,-0.11,0.96
14:07:09,0.18,-0.04,0.94
14:07:09,0.25,-0.16,1.00
14:07:09,0.25,-0.09,0.89
14:07:09,0.28,-0.10,0.93
14:07:09,0.32,-0.12,0.85
14:07:09,0.37,0.01,0.85
14:07:09,0.45,-0.17,1.03
14:07:09,0.41,-0.04,0.96
14:07:09,0.29,-0.03,1.07
14:07:09,0.29,-0.16,1.04
14:07:09,0.30,0.03,1.12
14:07:09,0.32,-0.20,1.01
14:07:09,0.34,0.03,0.88
14:07:09,0.43,-0.14,0.90
14:07:09,0.36,-0.04,0.86
14:07:09,0.39,-0.25,0.94
14:07:09,0.33,0.08,0.89
14:07:09,0.39,-0.21,1.00
14:07:09,0.32,-0.04,0.97
14:07:10,0.39,-0.21,0.94
14:07:10,0.39,-0.08,0.89
14:07:10,0.33,-0.08,0.91
14:07:10,0.26,-0.13,0.94
14:07:10,0.23,-0.01,0.95
14:07:10,0.30,-0.23,0.95
14:07:10,0.32,0.02,0.96
14:07:10,0.37,-0.19,0.98
14:07:10,0.37,0.11,0.92
14:07:10,0.42,-0.25,0.93
14:07:10,0.37,0.00,0.98
14:07:10,0.50,-0.16,1.00
14:07:10,0.51,0.02,0.94
14:07:10,0.44,-0.01,0.97
14:07:10,0.40,-0.14,0.96
14:07:10,0.37,-0.05,0.99
14:07:10,0.40,0.02,0.98
14:07:11,0.41,-0.11,0.98
14:07:11,0.40,-0.02,0.94
14:07:11,0.40,-0.04,0.94
14:07:11,0.39,-0.12,0.93
14:07:11,0.37,-0.04,0.93
14:07:11,0.37,-0.09,0.96
14:07:11,0.39,-0.09,0.90
14:07:11,0.37,-0.07,0.94
14:07:11,0.36,-0.04,0.93
14:07:11,0.39,0.05,0.91
14:07:11,0.33,-0.16,0.98
14:07:11,0.19,0.00,0.92
14:07:11,0.20,-0.16,0.93
14:07:11,0.24,-0.07,0.92
14:07:11,0.20,-0.05,0.90
14:07:11,0.21,-0.06,0.98
14:07:11,0.19,-0.05,0.89
14:07:11,-0.02,-0.14,0.89
14:07:11,-0.02,-0.00,0.95
14:07:11,0.04,-0.19,0.89
14:07:12,-0.02,-0.02,0.93
14:07:12,-0.02,-0.23,0.93
14:07:12,-0.04,-0.13,0.94
14:07:12,-0.07,-0.07,0.92
14:07:12,-0.01,-0.28,0.95
14:07:12,-0.03,-0.07,0.90
14:07:12,-0.02,-0.26,0.92
14:07:12,0.00,-0.23,0.97
14:07:12,-0.06,-0.14,0.94
14:07:12,0.03,-0.20,0.91
14:07:12,0.11,-0.08,0.93
14:07:12,-0.03,-0.14,0.93
14:07:12,0.05,-0.18,0.88
14:07:12,-0.13,-0.04,0.88
14:07:12,-0.07,-0.25,0.96
14:07:12,-0.12,-0.21,0.90
14:07:12,-0.00,-0.29,0.93
14:07:12,-0.03,-0.11,0.93
14:07:12,0.00,-0.24,0.89
14:07:13,0.07,-0.13,0.91
14:07:13,0.05,-0.09,0.92
14:07:13,0.14,-0.30,0.88
14:07:13,0.09,-0.20,0.93
14:07:13,-0.08,-0.22,0.95
14:07:13,-0.10,-0.27,0.91
14:07:13,-0.05,-0.26,0.93
14:07:13,0.03,-0.12,0.96
14:07:13,0.14,-0.23,0.95
14:07:13,0.20,-0.26,0.91
14:07:13,0.07,-0.20,0.91
14:07:13,-0.00,-0.27,0.91
14:07:13,-0.06,-0.25,0.96
14:07:13,0.04,-0.19,0.98
14:07:13,0.05,-0.16,0.92
14:07:13,0.18,-0.27,0.93
14:07:13,0.00,-0.30,0.96
14:07:13,0.03,-0.11,0.90
14:07:13,0.16,-0.31,0.91
14:07:14,0.09,-0.11,0.91
14:07:14,0.05,-0.20,0.96
14:07:14,0.02,-0.25,0.92
14:07:14,0.11,-0.15,0.97
14:07:14,0.04,-0.16,0.91
14:07:14,0.11,-0.23,0.95
14:07:14,-0.04,-0.16,0.91
14:07:14,0.06,-0.16,0.94
14:07:14,0.07,-0.25,0.97
14:07:14,0.07,-0.07,0.95
14:07:14,0.08,-0.29,0.99
14:07:14,0.09,-0.13,0.93
14:07:14,0.12,-0.20,0.94
14:07:14,0.01,-0.24,0.90
14:07:14,0.05,-0.14,0.98
14:07:14,0.10,-0.24,0.91
14:07:14,0.18,-0.19,0.91
14:07:14,0.05,-0.18,0.94
14:07:14,-0.00,-0.15,0.94
14:07:14,0.14,-0.21,0.98
14:07:15,0.10,-0.14,0.98
14:07:15,0.18,-0.19,0.98
14:07:15,0.06,-0.21,0.91
14:07:15,0.11,-0.20,0.86
14:07:15,0.00,-0.10,0.95
14:07:15,-0.02,-0.16,0.91
14:07:15,0.12,-0.09,0.95
14:07:15,0.07,-0.16,0.86
14:07:15,0.03,-0.21,0.94
14:07:15,0.05,-0.19,0.98
14:07:15,-0.00,-0.11,0.97
14:07:15,0.05,-0.14,0.97
14:07:15,0.14,-0.16,0.94
14:07:15,0.07,-0.11,0.91
