segundos decorridos,x,y,z
53217,"0,06","-0,04","0,89"
53217,"0,06","-0,03","0,93"
53217,"0,05","-0,04","0,93"
53217,"0,06","-0,05","0,93"
53217,"0,05","-0,05","0,93"
53217,"0,06","-0,05","0,89"
53217,"0,05","-0,04","0,91"
53217,"0,05","-0,04","0,93"
53217,"0,07","-0,04","0,94"
53217,"0,05","-0,04","0,95"
53217,"0,05","-0,05","0,93"
53217,"0,05","-0,05","0,89"
53217,"0,04","-0,05","0,91"
53217,"0,06","-0,04","0,91"
53217,"0,07","-0,04","0,94"
53217,"0,07","-0,05","0,95"
53217,"0,05","-0,05","0,92"
53217,"0,05","-0,05","0,91"
53217,"0,04","-0,05","0,9"
53217,"0,05","-0,05","0,9"
53217,"0,05","-0,05","0,93"
53217,"0,05","-0,04","0,93"
53217,"0,06","-0,04","0,94"
53217,"0,06","-0,05","0,92"
53217,"0,05","-0,05","0,9"
53218,"0,05","-0,04","0,91"
53218,"0,06","-0,04","0,93"
53218,"0,06","-0,04","0,95"
53218,"0,05","-0,05","0,96"
53218,"0,06","-0,05","0,93"
53218,"0,05","-0,05","0,9"
53218,"0,04","-0,04","0,91"
53218,"0,06","-0,04","0,91"
53218,"0,07","-0,04","0,95"
53218,"0,06","-0,04","0,94"
53218,"0,04","-0,05","0,92"
53218,"0,05","-0,05","0,92"
53218,"0,05","-0,05","0,89"
53218,"0,06","-0,04","0,9"
53218,"0,06","-0,05","0,93"
53218,"0,05","-0,05","0,93"
53218,"0,05","-0,05","0,93"
53218,"0,05","-0,05","0,92"
53218,"0,05","-0,05","0,89"
53218,"0,06","-0,04","0,9"
53218,"0,06","-0,03","0,92"
53218,"0,07","-0,03","0,93"
53218,"0,05","-0,04","0,94"
53218,"0,05","-0,05","0,92"
53218,"0,05","-0,05","0,9"
53218,"0,05","-0,05","0,91"
53218,"0,07","-0,05","0,93"
53218,"0,07","-0,04","0,95"
53218,"0,05","-0,05","0,94"
53218,"0,05","-0,04","0,9"
53218,"0,04","-0,05","0,89"
53218,"0,04","-0,05","0,89"
53218,"0,06","-0,04","0,9"
53219,"0,06","-0,04","0,93"
53219,"0,06","-0,04","0,94"
53219,"0,05","-0,04","0,93"
53219,"0,05","-0,05","0,91"
53219,"0,06","-0,05","0,88"
53219,"0,05","-0,05","0,89"
53219,"0,05","-0,04","0,92"
53219,"0,07","-0,04","0,95"
53219,"0,07","-0,03","0,96"
53219,"0,05","-0,04","0,95"
53219,"0,03","-0,04","0,91"
53219,"0,05","-0,05","0,9"
53219,"0,05","-0,05","0,89"
53219,"0,06","-0,05","0,89"
53219,"0,06","-0,04","0,93"
53219,"0,06","-0,04","0,95"
53219,"0,06","-0,03","0,95"
53219,"0,04","-0,05","0,91"
53219,"0,04","-0,07","0,87"
53219,"0,04","-0,06","0,88"
53219,"0,05","-0,05","0,91"
53219,"0,08","-0,04","0,95"
53219,"0,08","-0,03","0,96"
53219,"0,07","-0,03","0,96"
53219,"0,06","-0,04","0,95"
53219,"0,05","-0,05","0,9"
53219,"0,04","-0,06","0,88"
53219,"0,05","-0,06","0,87"
53219,"0,06","-0,05","0,9"
53219,"0,06","-0,04","0,93"
53219,"0,07","-0,03","0,96"
53219,"0,07","-0,04","0,96"
53220,"0,05","-0,04","0,93"
53220,"0,05","-0,05","0,91"
53220,"0,04","-0,06","0,88"
53220,"0,05","-0,05","0,88"
53220,"0,07","-0,04","0,89"
53220,"0,07","-0,04","0,93"
53220,"0,07","-0,04","0,96"
53220,"0,06","-0,04","0,96"
53220,"0,05","-0,05","0,92"
53220,"0,05","-0,05","0,88"
53220,"0,04","-0,06","0,85"
53220,"0,03","-0,07","0,85"
53220,"0,04","-0,06","0,86"
53220,"0,04","-0,05","0,86"
53220,"0,04","-0,05","0,87"
53220,"0,06","-0,02","0,91"
53220,"0,08","-0,02","0,94"
53220,"0,04","-0,05","0,89"
53220,"0,04","-0,05","0,9"
53220,"0,07","-0,05","0,92"
53220,"0,03","-0,05","0,9"
53220,"0,09","-0,06","0,91"
53220,"0,04","-0,03","0,91"
53220,"0,03","-0,06","0,91"
53220,"0,04","-0,04","0,93"
53220,"0,04","-0,05","0,94"
53220,"0,04","-0,05","0,91"
53220,"0,07","-0,04","0,9"
53220,"0,07","-0,04","0,94"
53221,"0,00","-0,04","0,91"
53221,"0,03","-0,05","0,94"
53221,"0,05","-0,06","0,93"
53221,"0,06","-0,03","0,89"
53221,"0,07","-0,05","0,94"
53221,"-0,01","-0,05","0,92"
53221,"0,01","-0,04","0,93"
53221,"0,04","-0,06","0,93"
53221,"0,07","-0,03","0,88"
53221,"0,07","-0,04","0,95"
53221,"-0,02","-0,06","0,91"
53221,"0,02","-0,05","0,93"
53221,"0,07","-0,06","0,93"
53221,"0,08","-0,04","0,89"
53221,"0,04","-0,05","0,95"
53221,"0,00","-0,05","0,91"
53221,"0,04","-0,03","0,93"
53221,"0,07","-0,05","0,93"
53221,"0,04","-0,02","0,89"
53221,"0,06","-0,03","0,96"
53221,"0,01","-0,02","0,92"
53221,"0,03","-0,02","0,95"
53221,"0,02","-0,04","0,95"
53221,"0,07","-0,03","0,94"
53221,"0,06","-0,02","0,93"
53221,"0,02","-0,06","0,93"
53221,"0,00","-0,01","0,91"
53221,"0,09","-0,09","0,91"
53221,"0,09","-0,04","0,89"
53221,"0,03","-0,06","0,91"
53221,"0,02","-0,07","0,92"
53221,"0,03","-0,02","0,94"
53221,"0,02","-0,08","0,93"
53222,"0,06","-0,02","0,93"
53222,"0,02","-0,08","0,93"
53222,"0,00","-0,02","0,93"
53222,"0,04","-0,05","0,95"
53222,"0,04","-0,03","0,89"
53222,"0,05","-0,07","0,88"
53222,"0,04","-0,05","0,93"
53222,"0,04","-0,11","0,89"
53222,"0,05","-0,07","0,97"
53222,"0,07","-0,12","0,88"
53222,"0,02","-0,08","0,95"
53222,"0,04","-0,11","0,9"
53222,"0,03","-0,07","0,96"
53222,"0,00","-0,08","0,91"
53222,"0,01","-0,12","0,88"
53222,"-0,09","-0,08","0,93"
53222,"0,04","-0,14","0,89"
53222,"-0,02","-0,07","0,92"
53222,"0,05","-0,08","0,93"
53222,"0,04","-0,07","0,95"
53222,"0,02","-0,03","0,98"
53222,"0,08","-0,08","0,9"
53222,"0,03","-0,05","0,93"
53222,"0,03","-0,05","0,93"
53222,"0,07","-0,1","0,93"
53222,"0,00","-0,05","0,93"
53222,"0,09","-0,11","0,9"
53222,"0,04","-0,11","0,92"
53222,"0,04","-0,08","0,93"
53222,"0,07","-0,15","0,89"
53222,"0,00","-0,09","0,9"
53222,"0,08","-0,15","0,85"
53223,"0,04","-0,15","0,98"
53223,"0,07","-0,09","0,95"
53223,"0,07","-0,15","0,9"
53223,"0,05","-0,09","0,88"
53223,"0,09","-0,1","0,83"
53223,"0,05","-0,05","0,94"
53223,"0,09","-0,05","1,03"
53223,"0,03","-0,08","0,95"
53223,"0,02","-0,05","0,93"
53223,"0,04","-0,13","0,98"
53223,"0,04","-0,03","0,99"
53223,"0,09","-0,13","0,88"
53223,"0,03","-0,11","0,95"
53223,"0,09","-0,1",1
53223,"0,04","-0,12","0,94"
53223,"0,02","-0,14","0,89"
53223,"0,03","-0,11","0,91"
53223,"0,03","-0,12","0,93"
53223,"0,09","-0,11","0,96"
53223,"0,08","-0,12","0,86"
53223,"0,05","-0,16","0,94"
53223,"0,11","-0,17","0,99"
53223,"0,07","-0,13","0,88"
53223,"0,06","-0,15","0,89"
53223,"0,07","-0,1","0,81"
53223,"0,07","-0,11","0,9"
53223,"0,02","-0,12","0,92"
53223,"0,03","-0,07","0,95"
53223,"0,02","-0,09","0,97"
53223,"0,04","-0,08","0,88"
53223,"0,04","-0,03","0,95"
53223,"0,01","-0,07","0,93"
53224,"0,02","-0,06","0,94"
53224,"0,03","-0,12","0,89"
53224,"0,03","-0,12","0,93"
53224,"0,04","-0,13","0,95"
53224,"0,04","-0,14","0,99"
53224,"0,05","-0,13","0,99"
53224,"0,05","-0,12","0,98"
53224,"0,02","-0,14",1
53224,"0,05","-0,14","0,92"
53224,"0,02","-0,12","0,91"
53224,"0,04","-0,04","0,91"
53224,"0,04","-0,12","0,95"
53224,"0,02","-0,11","0,91"
53224,"0,02","-0,09","0,95"
53224,"0,04","-0,11",1
53224,"0,07","-0,1","0,96"
53224,"0,11","-0,09","0,95"
53224,"0,10","-0,15","0,93"
53224,"0,07","-0,21","0,91"
53224,"0,07","-0,14","0,88"
53224,"0,21","-0,16","0,89"
53224,"0,21","-0,15","0,82"
53224,"0,25","-0,15","0,77"
53224,"0,13","-0,18","0,87"
53224,"0,11","-0,23","0,88"
53224,"0,15","-0,18","0,93"
53224,"0,16","-0,19","0,87"
53224,"0,19","-0,17","0,88"
53224,"0,12","-0,11","1,02"
53224,"0,12","-0,07","0,98"
53224,"0,18","-0,07","1,04"
53224,"0,12","-0,09","0,95"
53225,"0,12","-0,07","0,95"
53225,"0,06","-0,06","0,94"
53225,"0,10","-0,09","0,89"
53225,"0,12","-0,12","0,9"
53225,"0,20","-0,11","0,91"
53225,"0,16","-0,13","0,89"
53225,"0,09","-0,18","0,89"
53225,"0,09","-0,14","0,89"
53225,"0,16","-0,14","0,91"
53225,"0,21","-0,16","0,94"
53225,"0,22","-0,15","0,92"
53225,"0,17","-0,14","0,88"
53225,"0,18","-0,15","0,91"
53225,"0,20","-0,11","0,91"
53225,"0,18","-0,09","0,95"
53225,"0,21","-0,13","0,97"
53225,"0,23","-0,14","0,94"
53225,"0,20","-0,14","0,95"
53225,"0,21","-0,18","0,89"
53225,"0,19","-0,09","0,86"
53225,"0,21","-0,11","0,89"
53225,"0,20","-0,11","0,84"
53225,"0,20","-0,06","0,86"
53225,"0,18","-0,06","0,88"
53225,"0,18","-0,05","0,88"
53225,"0,16","-0,08","0,87"
53225,"0,16","-0,11","0,9"
53225,"0,16","-0,12","0,93"
53225,"0,15","-0,11","0,91"
53225,"0,17","-0,11","0,98"
53225,"0,15","-0,11","0,94"
53225,"0,16","-0,12","0,91"
53225,"0,16","-0,1","0,91"
53226,"0,15","-0,1","0,91"
53226,"0,14","-0,1","0,93"
53226,"0,13","-0,1","0,91"
53226,"0,15","-0,11","0,91"
53226,"0,17","-0,1","0,91"
53226,"0,14","-0,09","0,93"
53226,"0,15","-0,09","0,93"
53226,"0,18","-0,08","0,93"
53226,"0,16","-0,08","0,92"
53226,"0,14","-0,07","0,95"
53226,"0,16","-0,06","0,96"
53226,"0,13","-0,08","0,91"
53226,"0,11","-0,09","0,93"
53226,"0,10","-0,1","0,92"
53226,"0,10","-0,1","0,94"
53226,"0,09","-0,09","0,94"
53226,"0,07","-0,09","0,94"
53226,"0,07","-0,12","0,95"
53226,"0,07","-0,09","0,93"
53226,"0,07","-0,07","0,94"
53226,"0,06","-0,09","0,94"
53226,"0,05","-0,09","0,94"
53226,"0,04","-0,08","0,94"
53226,"0,10","-0,05","0,98"
53226,"0,07","-0,08","0,97"
53226,"0,06","-0,09","0,95"
53226,"0,07","-0,09","0,95"
53226,"0,06","-0,09","0,92"
53226,"0,08","-0,07","0,9"
53226,"0,07","-0,07","0,89"
53226,"0,07","-0,07","0,88"
53226,"0,07","-0,07","0,87"
53227,"0,06","-0,08","0,89"
53227,"0,05","-0,08","0,88"
53227,"0,05","-0,11","0,92"
53227,"0,05","-0,11","0,92"
53227,"0,05","-0,12","0,93"
53227,"0,04","-0,12","0,91"
53227,"0,05","-0,11","0,87"
53227,"0,05","-0,11","0,86"
53227,"0,06","-0,11","0,84"
53227,"0,07","-0,11","0,83"
53227,"0,07","-0,11","0,88"
53227,"0,08","-0,11","0,88"
53227,"0,08","-0,1","0,91"
53227,"0,10","-0,11","0,89"
53227,"0,09","-0,11","0,89"
53227,"0,07","-0,11","0,89"
53227,"0,07","-0,11","0,9"
53227,"0,05","-0,1","0,91"
53227,"0,08","-0,09","0,93"
53227,"0,10","-0,07","0,93"
53227,"0,11","-0,07","0,9"
53227,"0,07","-0,09","0,94"
53227,"0,11","-0,1","0,95"
53227,"0,05","-0,09","0,91"
53227,"0,12","-0,08","0,92"
53227,"0,10","-0,1","0,92"
53227,"0,10","-0,09","0,88"
53227,"0,11","-0,08","0,95"
53227,"0,08","-0,09","0,93"
53227,"0,07","-0,07","0,92"
53227,"0,14","-0,09","0,89"
53227,"0,11","-0,08","0,9"
53228,"0,08","-0,09","0,93"
53228,"0,07","-0,09","0,92"
53228,"0,10","-0,08","0,91"
53228,"0,12","-0,09","0,91"
53228,"0,07","-0,07","0,94"
53228,"0,02","-0,08","0,96"
53228,"0,08","-0,06","0,92"
53228,"0,15","-0,06","0,89"
53228,"0,14","-0,05","0,92"
53228,"0,11","-0,07","0,93"
53228,"0,05","-0,07","0,95"
53228,"0,04","-0,08","0,92"
53228,"0,13","-0,08","0,88"
53228,"0,17","-0,08","0,9"
53228,"0,11","-0,09","0,92"
53228,"0,04","-0,07","0,96"
53228,"0,10","-0,06","0,87"
53228,"0,17","-0,05","0,92"
53228,"0,16","-0,05","0,95"
53228,"0,04","-0,02","0,96"
53228,"0,07","-0,06","0,89"
53228,"0,12","-0,05","0,92"
53228,"0,08","-0,04","0,94"
53228,"0,02","-0,05","0,97"
53228,"0,07","-0,05","0,93"
53228,"0,01","-0,02","0,95"
53228,"-0,01","-0,01","0,97"
53228,"0,05","-0,05","0,96"
53228,"0,05","-0,01","0,98"
53228,"0,02","-0,01","0,91"
53228,"0,04","-0,08","0,91"
53228,"0,04","-0,05","0,93"
53229,"0,00","-0,04","0,92"
53229,"0,01","-0,07","0,94"
53229,"0,04","-0,04","0,91"
53229,"0,01","-0,01","0,89"
53229,"0,06","-0,04","0,9"
53229,"0,04","0,01","0,88"
53229,"0,04","0,03","0,95"
53229,"0,07","-0,05","0,98"
53229,"0,03",0,"0,9"
53229,"0,02","-0,07","0,91"
53229,"0,04","-0,04","0,96"
53229,"-0,04","-0,03","0,96"
53229,"0,07","-0,02","0,97"
53229,"0,02","0,07","0,95"
53229,"0,11","0,02","0,9"
53229,"0,07","0,09","0,87"
53229,"0,08","-0,01","0,85"
53229,"0,04","0,09","0,91"
53229,"0,01","0,07","0,92"
53229,"-0,04","-0,06","0,99"
53229,"0,08","-0,09","0,86"
53229,"0,02","-0,02","0,96"
53229,"0,02","0,02","0,88"
53229,"0,03","0,07","0,91"
53229,"0,02","0,06","0,96"
53229,"0,07",0,"0,99"
53229,"0,04","0,05","0,95"
53229,"0,06","0,01","0,92"
53229,"0,03","-0,04","0,86"
53229,"0,02","0,05","0,92"
53229,"0,12","0,09","1,04"
53229,"0,08","0,08","0,88"
53229,"0,04","0,12","0,95"
53230,"0,19","0,1","0,91"
53230,"0,11","0,04",1
53230,"-0,01","0,06","1,05"
53230,"0,08","0,09","0,99"
53230,"0,07","0,06","0,99"
53230,"0,04","0,09","0,96"
53230,"0,02","0,05","0,98"
53230,"-0,03","0,09","0,91"
53230,"0,00","0,13","0,94"
53230,"0,02",0,"0,97"
53230,"-0,03","-0,02","0,85"
53230,"-0,11","0,09","1,02"
53230,"-0,09","0,08","0,94"
53230,"-0,07","-0,04","1,14"
53230,"-0,07","0,03","0,83"
53230,"-0,04","0,1","0,98"
53230,"-0,01","0,12","0,99"
53230,"0,01","0,11","1,02"
53230,"0,07","0,05","0,8"
53230,"-0,02","0,15","0,89"
53230,"0,14","0,16","0,85"
53230,"0,00","0,21","0,88"
53230,"-0,15","0,05",1
53230,"0,11","0,05","0,84"
53230,"-0,01","0,09","0,87"
53230,"-0,10","0,06","0,97"
53230,"-0,02","0,13","1,02"
53230,"-0,04","0,11","1,02"
53230,"-0,03","0,02","0,96"
53230,"-0,07","0,11","0,89"
53230,"-0,03","0,17","0,82"
53230,"-0,10","0,17","0,98"
53231,"-0,12","0,23","1,01"
53231,"-0,11","0,17","0,95"
53231,"0,10","0,11","0,57"
53231,"-0,08","-0,02","0,95"
53231,"-0,08","0,01","0,75"
53231,"-0,04","0,04",1
53231,"-0,07","0,01",1
53231,"-0,09","0,07","0,84"
53231,"-0,06","0,07","0,97"
53231,"-0,20","0,09","1,01"
53231,"0,01","0,04","1,01"
53231,"0,03","0,14","0,98"
53231,"-0,10","0,04","0,96"
53231,"-0,11","0,02","0,8"
53231,"0,02","0,12","0,89"
53231,"-0,07","-0,02","0,98"
53231,"-0,02","0,08","0,92"
53231,"-0,23","0,16","0,98"
53231,"-0,11","0,01","0,82"
53231,"-0,10","0,07","0,9"
53231,"-0,10","0,03","0,93"
53231,"-0,09","0,08","0,83"
53231,"-0,04","0,06","0,85"
53231,"-0,09","0,07","1,09"
53231,"-0,07","0,04","0,94"
53231,"-0,19","-0,08","0,98"
53231,"-0,11","-0,11","0,78"
53231,"-0,29","-0,17","1,09"
53231,"-0,23","-0,19","0,85"
53231,"-0,11","-0,03","0,98"
53231,"-0,08","-0,09","1,12"
53231,"-0,09","-0,11","0,93"
53232,"-0,08","0,04","0,85"
53232,"0,02","-0,05","0,83"
53232,"0,03","0,09","0,86"
53232,"-0,12","0,2","0,71"
53232,"0,02","0,16","0,93"
53232,"-0,05","0,04","1,07"
53232,"-0,07","0,07","0,97"
53232,"0,09","0,1","0,87"
53232,"-0,20","0,23","0,91"
53232,"0,02","-0,15","0,88"
53232,"-0,09","0,01","0,76"
53232,"-0,20","-0,02","0,88"
53232,"0,05","-0,2","0,64"
53232,"-0,08","-0,04","0,98"
53232,"-0,17",0,"0,94"
53232,"-0,01","0,09","0,82"
53232,"0,01","0,06","1,09"
53232,"-0,14","0,09","0,89"
53232,"0,01","0,23","1,18"
53232,"-0,34","0,18","1,16"
53232,"-0,05","0,44","1,03"
53232,"0,00","0,41","1,06"
53232,"-0,04","0,27",1
53232,"-0,09","0,25","1,06"
53232,"-0,29","0,17","1,02"
53232,"-0,17","0,05","0,91"
53232,"-0,02","-0,05","1,05"
53232,"-0,15","-0,04","0,9"
53232,"-0,09","-0,11","0,87"
53232,"-0,02","-0,08","0,84"
53232,"0,07","-0,04","0,84"
53232,"0,07","-0,06","0,84"
53232,"0,02","0,01","0,78"
53233,"0,02","-0,04","0,85"
53233,"-0,03","-0,02","0,86"
53233,"-0,07","-0,07","0,85"
53233,"-0,02","-0,09","0,95"
53233,"-0,03","-0,02","1,04"
53233,"0,00","0,02",1
53233,"-0,06","0,04","0,98"
53233,"-0,07","0,04","0,93"
53233,"-0,06","0,1","1,06"
53233,"0,08","0,14","0,96"
53233,"0,05","0,26","1,01"
53233,"0,04","0,2","0,99"
53233,"0,07","0,09","0,95"
53233,"0,23","0,04","0,94"
53233,"-0,06","0,04","0,99"
53233,"0,00","0,04","0,98"
53233,"0,05","0,05",1
53233,"-0,04","0,05","0,99"
53233,"-0,05","-0,01","1,04"
53233,"0,00","0,01","1,06"
53233,"0,00","0,06",1
53233,"-0,02","0,06","1,03"
53233,"0,15","-0,01","1,05"
53233,"0,03","-0,05","1,03"
53233,"0,11","-0,01","0,95"
53233,"0,16","-0,12","0,87"
53233,"0,12","-0,09","0,88"
53233,"0,16","-0,13","0,86"
53233,"0,21","-0,15","0,78"
53234,"0,20","-0,03","0,85"
53234,"0,16","0,08","0,9"
53234,"0,13","-0,05","0,8"
53234,"0,26","-0,04","0,79"
53234,"0,25","0,04","0,79"
53234,"0,04","0,04","0,9"
53234,"0,09",0,"0,9"
53234,"0,31","-0,14","0,99"
53234,"0,21","-0,15","0,99"
53234,"0,21","-0,07","0,96"
53234,"0,11","0,01","0,97"
53234,"0,12","0,02","0,92"
53234,"0,19","0,01","0,97"
53234,"0,25","-0,02","0,81"
53234,"0,20","-0,03","0,79"
53234,"0,22","0,07","0,93"
53234,"0,06","0,12","0,98"
53234,"0,27","0,07","0,95"
53234,"0,20","0,08","0,95"
53234,"0,23","0,11","0,94"
53234,"0,14","0,03","1,04"
53234,"0,15","0,01","0,94"
53234,"0,20","-0,07","0,95"
53234,"0,14","-0,12","0,83"
53234,"0,21","-0,11","0,81"
53234,"0,18","-0,16","0,94"
53234,"0,22","-0,15","0,89"
53234,"0,12","-0,02","0,88"
53234,"0,01","-0,04","0,99"
53234,"0,11","-0,11","0,95"
53234,"0,23","-0,04","0,89"
53234,"0,25","-0,07","0,9"
53234,"0,35","0,06","0,85"
53235,"0,18","-0,07","0,95"
53235,"0,27","-0,09","0,79"
53235,"0,31","-0,01","0,73"
53235,"0,13","-0,07","0,72"
53235,"0,14",0,"0,78"
53235,"0,04","-0,07","0,95"
53235,"0,18","-0,13","0,84"
53235,"0,19","-0,13","0,91"
53235,"0,18","-0,12","0,96"
53235,"0,16","0,03","0,91"
53235,"0,14","-0,19","0,97"
53235,"0,25","-0,14","0,96"
53235,"0,18","-0,19","0,93"
53235,"0,35","-0,03","0,85"
53235,"0,17","-0,09","0,77"
53235,"0,10","-0,06","0,71"
53235,"0,32","-0,14","0,85"
53235,"0,14","-0,3","0,98"
53235,"0,26","-0,21","0,79"
53235,"0,09","-0,27","0,89"
53235,"0,17","-0,21","0,91"
53235,"0,26","-0,15","0,85"
53235,"0,11","-0,24","0,92"
53235,"0,12","-0,32","0,79"
53235,"0,19","-0,23","0,83"
53235,"0,16","-0,29","0,66"
53235,"0,25","-0,16","0,8"
53235,"-0,18","-0,21","1,21"
53235,"0,16","-0,16","1,11"
53235,"0,16","-0,09","1,21"
53235,"0,10","-0,06","1,09"
53235,"0,12","-0,05","1,13"
53235,"0,07",0,"1,1"
53236,"0,22","-0,09","0,99"
53236,"0,16","-0,12","0,89"
53236,"0,04","-0,22","0,93"
53236,"0,10","-0,18","1,02"
53236,"-0,08","-0,14","0,97"
53236,"0,16","-0,26","0,76"
53236,"0,08","-0,2","0,86"
53236,"0,20","-0,2","0,81"
53236,"0,12","-0,27","0,84"
53236,"0,18","-0,29","0,8"
53236,"0,15","-0,26","0,87"
53236,"0,14","-0,37","0,88"
53236,"0,11","-0,3","0,94"
53236,"0,20","-0,32","0,91"
53236,"0,21","-0,27","0,93"
53236,"0,13","-0,26","0,9"
53236,"0,17","-0,26","0,87"
53236,"0,08","-0,23","0,9"
53236,"0,13","-0,32","0,77"
53236,"0,17","-0,26","0,93"
53236,"0,18","-0,2","0,99"
53236,"0,18","-0,2","0,9"
53236,"0,18","-0,16","0,89"
53236,"0,22","-0,18","0,92"
53236,"0,20","-0,13","1,07"
53236,"0,22","-0,1","1,1"
53236,"0,22","-0,11",1
53236,"0,31","-0,16","0,88"
53236,"0,28","-0,19","0,81"
53236,"0,29","-0,27","0,81"
53236,"0,20","-0,21","0,91"
53236,"0,11","-0,2","0,97"
53237,"0,14","-0,19","0,96"
53237,"0,12","-0,21","0,97"
53237,"0,09","-0,22","0,91"
53237,"0,12","-0,21","0,96"
53237,"0,12","-0,17","0,98"
53237,"0,18","-0,16","1,04"
53237,"0,22","-0,14","1,04"
53237,"0,30","-0,17","1,02"
53237,"0,31","-0,14","0,94"
53237,"0,20","-0,11","0,94"
53237,"0,14","-0,09","0,93"
53237,"0,17","-0,09","0,96"
53237,"0,04","-0,09","0,91"
53237,"0,00","-0,11","0,89"
53237,"0,07","-0,12","0,91"
53237,"0,12","-0,11","0,98"
53237,"0,00","-0,13","1,07"
53237,"0,07","-0,14","0,93"
53237,"0,08","-0,19","0,96"
53237,"-0,05","-0,15","0,95"
53237,"0,07","-0,18","0,85"
53237,"0,09","-0,2","0,89"
53237,"0,10","-0,16","0,85"
53237,"0,04","-0,19","0,91"
53237,"0,15","-0,2","0,86"
53237,"0,05","-0,11","0,93"
53237,"-0,01","-0,11","0,96"
53237,"0,08","-0,19","0,96"
53237,"0,12","-0,14","0,9"
53237,"0,04","-0,14","0,92"
53237,"0,11","-0,13","0,89"
53237,"-0,01","-0,12","0,91"
53238,"0,04","-0,12","0,95"
53238,"0,12","-0,11","0,95"
53238,"0,14","-0,12","0,91"
53238,"0,18","-0,12","0,96"
53238,"0,15","-0,11","0,94"
53238,"0,18","-0,09","0,97"
53238,"0,21","-0,12","0,93"
53238,"0,22","-0,11","0,91"
53238,"0,25","-0,1","0,88"
53238,"0,26","-0,04","0,88"
53238,"0,16","-0,12","0,87"
53238,"0,13","-0,05","0,91"
53238,"0,22","-0,12","0,86"
53238,"0,14","-0,04","0,93"
53238,"0,25","-0,12","0,89"
53238,"0,26","-0,14","0,93"
53238,"0,26","-0,11","0,95"
53238,"0,23","-0,14","0,9"
53238,"0,16","-0,16","0,91"
53238,"0,18","-0,12","0,91"
53238,"0,17","-0,05","0,91"
53238,"0,16","-0,08","0,86"
53238,"0,27","-0,08","0,91"
53238,"0,19","-0,04","0,93"
53238,"0,20","-0,04","0,96"
53238,"0,19","-0,02","0,98"
53238,"0,14","-0,03","0,95"
53238,"0,16","-0,04","0,99"
53238,"0,18","-0,05","0,97"
53238,"0,21","-0,09","0,94"
53238,"0,23","-0,01","0,98"
53238,"0,23","-0,09","0,91"
53239,"0,23","-0,09","0,88"
53239,"0,21","-0,11","0,88"
53239,"0,18","-0,07","0,88"
53239,"0,23","-0,13","0,93"
53239,"0,24","-0,06","0,93"
53239,"0,24","-0,13","0,92"
53239,"0,16","-0,14","0,88"
53239,"0,18","-0,07","0,9"
53239,"0,19","-0,12","0,91"
53239,"0,19","-0,14","0,89"
53239,"0,20","-0,09","0,93"
53239,"0,18","-0,05","0,91"
53239,"0,26","-0,12","0,88"
53239,"0,25","-0,09","0,91"
53239,"0,19","-0,09","0,9"
53239,"0,18","-0,13","0,89"
53239,"0,20","-0,09","0,95"
53239,"0,18","-0,11","0,96"
53239,"0,21","-0,11","0,88"
53239,"0,12","-0,09","0,93"
53239,"0,22","-0,12","0,91"
53239,"0,18","-0,13","0,9"
53239,"0,14","-0,16","0,94"
53239,"0,16","-0,14","0,89"
53239,"0,19","-0,09","0,95"
53239,"0,14","-0,07","0,9"
53239,"0,13","-0,11","0,89"
53239,"0,14","-0,09","0,84"
53239,"0,14","-0,11","0,93"
53239,"0,16","-0,12","0,96"
53239,"0,19","-0,07","0,94"
53239,"0,12","-0,13","0,95"
53239,"0,21","-0,11","0,89"
53240,"0,22","-0,07","0,89"
53240,"0,18","-0,1","0,86"
53240,"0,14","-0,07","0,89"
53240,"0,12","-0,1","0,97"
53240,"0,24","-0,11","0,89"
53240,"0,15","-0,13","0,91"
53240,"0,16","-0,14","0,89"
53240,"0,23","-0,04","0,98"
53240,"0,10","-0,12","0,88"
53240,"0,18","-0,08","0,91"
53240,"0,19","-0,09","0,96"
53240,"0,06","-0,11","0,96"
53240,"0,14","-0,21","0,93"
53240,"0,24","-0,11","0,89"
53240,"0,07","-0,1",1
53240,"0,10","-0,08","0,9"
53240,"0,21","-0,15","0,88"
53240,"0,21","-0,11","0,87"
53240,"0,09","-0,05","0,89"
53240,"0,09","-0,1","0,96"
53240,"0,22","-0,07","0,85"
53240,"0,21","-0,12","0,88"
53240,"0,18","-0,08","0,79"
53240,"0,16","-0,07","0,92"
53240,"0,09","-0,08","0,95"
53240,"0,09",0,"0,91"
53240,"0,20","-0,07","0,85"
53240,"0,14","-0,05","0,88"
53240,"-0,07","-0,04","0,95"
53240,"0,09","-0,12","0,82"
53240,"0,22","-0,04","0,97"
53240,"-0,11","-0,07","0,89"
53241,"0,07","-0,09","0,96"
53241,"0,14","-0,1","0,91"
53241,"-0,02","-0,11","0,94"
53241,"0,05","-0,11","0,95"
53241,"0,02","-0,07","0,96"
53241,"0,06","-0,09","0,89"
53241,"0,09","-0,1","0,9"
53241,"0,13","-0,06","0,97"
53241,"0,02","-0,13","0,91"
53241,"-0,07","-0,07","0,98"
53241,"0,02","-0,06","0,94"
53241,"0,06","-0,06","0,88"
53241,"0,07","-0,12","0,94"
53241,"-0,02","-0,09","0,93"
53241,"-0,02","-0,05","0,97"
53241,"0,03","-0,07","0,91"
53241,"0,08","-0,11","0,93"
53241,"0,05","-0,09","0,98"
