segundos decorridos,x,y,z
53311,"0,04","-0,15","0,87"
53311,"0,08","-0,18","0,97"
53311,"0,10","-0,2","0,94"
53311,"0,04","-0,12","0,92"
53311,"0,09","-0,18","0,91"
53312,"0,07","-0,13","0,86"
53312,"0,10","-0,11","0,93"
53312,"0,12","-0,13","0,94"
53312,"0,11","-0,07","0,88"
53312,"0,12","-0,07","0,96"
53312,"0,11",0,"0,94"
53312,"0,24","-0,04","0,89"
53312,"0,17","-0,04","0,91"
53312,"0,16","-0,02","0,95"
53312,"0,09","-0,01","0,9"
53312,"0,13","-0,01","0,96"
53312,"0,11","-0,04","0,93"
53312,"0,17",0,"0,9"
53312,"0,20","-0,04","0,89"
53312,"0,14","0,01","0,9"
53312,"0,11","0,1","0,9"
53312,"0,21","0,09","0,9"
53312,"0,12","0,08","0,98"
53312,"0,14","0,1","0,92"
53312,"0,03","0,15","0,97"
53312,"0,22","0,04","0,87"
53312,"0,12","0,12","0,93"
53312,"0,08","0,12","0,95"
53312,"0,19","0,13","0,89"
53312,"0,10","0,07","0,92"
53312,"0,18","0,13","0,94"
53312,"0,11","0,18","0,97"
53312,"0,12","0,1","0,8"
53312,"0,14","0,04","0,86"
53312,"0,10","0,12","0,96"
53312,"0,14","0,07","0,97"
53312,"0,17","0,06","0,94"
53312,"0,10","0,07","0,9"
53313,"0,09","0,03","0,93"
53313,"0,12","0,03","0,94"
53313,"0,11","0,03","0,95"
53313,"0,05","0,12","0,95"
53313,"0,12","0,07","0,9"
53313,"0,13","0,02","1,04"
53313,"0,14","0,06","0,96"
53313,"0,11","0,07","0,9"
53313,"0,10","0,08","0,93"
53313,"0,07","0,08","0,96"
53313,"0,06","0,09","0,89"
53313,"0,16","0,07","0,85"
53313,"0,16","0,07","0,9"
53313,"0,16","0,05","0,89"
53313,"0,04","0,11","0,95"
53313,"0,07","0,11","0,83"
53313,"0,16","0,03","0,88"
53313,"0,15","0,04","0,92"
53313,"0,05","0,09","0,95"
53313,"0,07","0,05","0,93"
53313,"0,16","0,05","0,93"
53313,"0,19","0,08","0,88"
53313,"0,14","0,04","0,96"
53313,"0,02","0,07","0,93"
53313,"-0,07","0,08","0,91"
53313,"0,00","0,07","0,94"
53313,"0,21",0,"0,96"
53313,"-0,13","0,02","0,9"
53313,"0,04","0,06","0,97"
53313,"0,15","0,04","0,95"
53313,"-0,11","0,06","0,88"
53313,"0,02","0,02","0,92"
53313,"0,09","0,02","0,86"
53314,"-0,01",0,"0,89"
53314,"0,06","0,04","0,98"
53314,"0,12","0,05","0,91"
53314,"0,02","0,03","0,95"
53314,"-0,09","-0,02","0,94"
53314,"0,09","-0,04","0,87"
53314,"0,06","-0,05","0,91"
53314,"0,00","-0,07","0,86"
53314,"0,07","-0,15","0,91"
53314,"0,03","-0,08","0,88"
53314,"0,00","-0,16","0,91"
53314,"-0,03","-0,16","0,91"
53314,"0,04","-0,11","0,89"
53314,"0,05","-0,15","0,91"
53314,"-0,04","-0,12","0,94"
53314,"0,01","-0,2","0,9"
53314,"0,01","-0,2","0,98"
53314,"-0,02","-0,16","0,91"
53314,"0,04","-0,23",1
53314,"-0,01","-0,18","0,91"
53314,"0,02","-0,21","0,95"
53314,"-0,04","-0,19","0,92"
53314,"0,03","-0,2","0,91"
53314,"-0,12","-0,17","0,91"
53314,"0,01","-0,16","0,96"
53314,"0,03","-0,13","0,86"
53314,"-0,04","-0,14","0,84"
53314,"-0,10","-0,16","0,96"
53314,"-0,02","-0,14","0,88"
53314,"-0,05","-0,17","0,93"
53314,"-0,04","-0,17","1,01"
53314,"0,02","-0,05","0,91"
53314,"-0,11","-0,21","0,88"
53315,"0,05","-0,2","0,93"
53315,"-0,03","-0,11","0,9"
53315,"-0,12","-0,18","0,97"
53315,"-0,02","-0,14","0,95"
53315,"0,00","-0,16","1,01"
53315,"-0,11","-0,11","0,95"
53315,"-0,05","-0,15","0,95"
53315,"-0,09","-0,13","0,83"
53315,"-0,05","-0,09","0,91"
53315,"-0,02","-0,1","0,93"
53315,"-0,07","-0,16","0,91"
53315,"0,01","-0,13","0,93"
53315,"-0,04","-0,09","0,93"
53315,"-0,02","-0,09","1,01"
53315,"-0,08","-0,02","0,89"
53315,"-0,08","-0,07","0,95"
53315,"-0,12","-0,05","0,91"
53315,"-0,06","-0,04","0,94"
53315,"-0,10","-0,02","0,96"
53315,"-0,11","-0,05","0,91"
53315,"-0,11","-0,05","0,97"
53315,"-0,04","-0,04","0,98"
53315,"-0,09","-0,02","0,93"
53315,"-0,06","-0,06","0,84"
53315,"-0,12","-0,1","0,88"
53315,"-0,14","-0,13","0,88"
53315,"-0,09","-0,06","0,92"
53315,"-0,05","-0,05","0,95"
53315,"-0,20","-0,07","0,99"
53315,"-0,07","-0,04","0,87"
53315,"-0,08","-0,07","0,94"
53316,"-0,04","-0,04","0,86"
53316,"-0,09","-0,05","0,93"
53316,"-0,11","-0,12","0,91"
53316,"-0,12","-0,09","0,91"
53316,"-0,14","-0,1","0,86"
53316,"-0,17","-0,11","0,88"
53316,"-0,13","-0,08","0,92"
53316,"-0,09","-0,04","0,94"
53316,"-0,13","-0,05","0,96"
53316,"-0,12","-0,02","0,95"
53316,"-0,08","-0,07","0,93"
53316,"-0,08","-0,04","0,96"
53316,"-0,12","-0,08","0,94"
53316,"-0,12","-0,01","0,96"
53316,"-0,10","-0,04","0,9"
53316,"-0,11","-0,05","0,9"
53316,"-0,18",0,"0,92"
53316,"-0,15","-0,02","0,95"
53316,"-0,12","-0,03","0,96"
53316,"-0,14","-0,06","0,97"
53316,"-0,11","-0,03","0,94"
53316,"-0,14","-0,04","0,96"
53316,"-0,13","-0,02","0,95"
53316,"-0,10","-0,07","0,9"
53316,"-0,18","-0,04","0,89"
53316,"-0,16","-0,03","0,93"
53316,"-0,13","-0,04","0,94"
53316,"-0,10","-0,05","0,98"
53316,"-0,07","-0,04","0,96"
53316,"-0,08","-0,04","0,93"
53316,"-0,06","-0,04","0,96"
53317,"-0,07","-0,01","0,96"
53317,"-0,08","-0,03","0,93"
53317,"-0,02","-0,06","0,89"
53317,"-0,04","-0,04","0,91"
53317,"-0,05","-0,04","0,96"
53317,"-0,07","-0,07","0,92"
53317,"-0,06","-0,08","0,91"
53317,"-0,05","-0,07","0,96"
53317,"-0,04","-0,06","0,95"
53317,"-0,06","-0,09","0,96"
53317,"-0,05","-0,07","0,95"
53317,"0,00","-0,08","0,92"
53317,"-0,04","-0,06","0,93"
53317,"-0,06","-0,09","0,92"
53317,"-0,05","-0,06","0,95"
53317,"-0,07","-0,06","0,86"
53317,"-0,11","-0,09","0,87"
53317,"-0,09","-0,09","0,92"
53317,"-0,07","-0,07","0,91"
53317,"-0,09","-0,1","0,94"
53317,"-0,09","-0,07","0,91"
53317,"-0,04","-0,07","0,9"
53317,"-0,03","-0,07","0,95"
53317,"-0,01","-0,06","0,93"
53317,"-0,02","-0,06","0,91"
53317,"-0,05","-0,04","0,93"
53317,"0,00","-0,09","0,9"
53317,"0,04","-0,08","0,88"
53317,"0,06","-0,09","0,91"
53317,"0,04","-0,1","0,91"
53317,"-0,07","-0,08","1,25"
53318,"-0,06","-0,09","1,25"
53318,"-0,35","0,07","1,03"
53318,"-0,06","-0,07","1,13"
53318,"0,05","-0,12","1,09"
53318,"0,00","-0,08","1,2"
53318,"0,02","-0,05","1,02"
53318,"0,08","-0,09","0,94"
53318,"-0,05",0,"0,9"
53318,"0,10","-0,03","0,79"
53318,"0,08","-0,02","0,77"
53318,"0,10","-0,04","0,77"
53318,"0,07","-0,02","0,74"
53318,"0,04","-0,02","0,76"
53318,"0,16","-0,03","0,66"
53318,"0,13","-0,02","0,5"
53318,"0,11","-0,02","0,34"
53318,"0,18","-0,05","0,37"
53318,"0,24","-0,08","0,34"
53318,"0,21","-0,08","0,42"
53318,"0,13","-0,02","0,7"
53318,"0,04","-0,02","0,81"
53318,"0,08","-0,06","0,94"
53318,"0,12","-0,02","0,96"
53318,"0,04","0,03","0,98"
53318,"0,04","-0,01","1,08"
53318,"0,04","-0,07","1,08"
53318,"0,09","-0,04","0,91"
53318,"0,23",0,"1,12"
53318,"-0,15","0,05","1,24"
53318,"-0,32","0,06","1,26"
53319,"-0,16","-0,04","1,37"
53319,"-0,22","-0,07","1,36"
53319,"-0,17","-0,08","1,29"
53319,"-0,20","-0,14","1,29"
53319,"-0,16","-0,15","1,11"
53319,"-0,07","-0,14","1,03"
53319,"-0,06","-0,16","0,91"
53319,"-0,05","-0,18","0,77"
53319,"-0,02","-0,13","0,7"
53319,"0,04","-0,12","0,67"
53319,"0,08","-0,05","0,75"
53319,"0,11",0,"0,74"
53319,"0,11",0,"0,8"
53319,"0,02","0,02","0,86"
53319,"0,05","-0,02","0,78"
53319,"0,13","0,05","1,08"
53319,"0,10","0,01","0,89"
53319,"0,12","0,01","0,91"
53319,"0,01",0,"0,92"
53319,"0,09","-0,02","0,88"
53319,"-0,02","-0,02","0,99"
53319,"-0,07","-0,09","1,05"
53319,"0,05","-0,14","1,03"
53319,"-0,01","-0,12","1,07"
53319,"-0,02","-0,12","1,01"
53319,"0,15","-0,12","0,98"
53319,"0,09","-0,09","0,95"
53319,"0,19","-0,11","0,86"
53319,"0,05","-0,06","0,84"
53319,"0,10","-0,05","0,89"
53319,"0,08","-0,03","0,8"
53320,"0,09","-0,04","0,9"
53320,"-0,01","-0,01","0,92"
53320,"0,06","-0,05","0,89"
53320,"0,09","-0,05","0,95"
53320,"0,07","-0,01","0,94"
53320,"0,12","-0,05","0,9"
53320,"0,12","-0,05","0,96"
53320,"0,07","-0,04","0,94"
53320,"0,12","-0,07","0,9"
53320,"0,09","-0,03","0,95"
53320,"0,08","-0,05","0,93"
53320,"0,11","-0,08","0,92"
53320,"0,13","-0,08","0,92"
53320,"0,17","-0,08","0,91"
53320,"0,12","-0,04","0,95"
53320,"0,23","-0,1","0,91"
53320,"0,18","-0,06","0,93"
53320,"0,17","-0,06","0,92"
53320,"0,16","-0,02","0,91"
53320,"0,23","-0,1","0,92"
53320,"0,20","-0,03","0,93"
53320,"0,26","-0,05","0,91"
53320,"0,20","-0,09","0,9"
53320,"0,16","-0,05","0,95"
53320,"0,18","-0,09","0,9"
53320,"0,17","-0,04","0,93"
53320,"0,22","-0,07","0,93"
53320,"0,23","-0,07","0,89"
53320,"0,23","-0,04","0,89"
53320,"0,24","-0,06","0,89"
53320,"0,23","-0,09","0,89"
53320,"0,23","-0,04","0,89"
53321,"0,21","-0,05","0,88"
53321,"0,23","-0,05","0,92"
53321,"0,22","-0,06","0,89"
53321,"0,22","-0,02","1,02"
53321,"0,24",0,"0,97"
53321,"0,14","-0,04","0,98"
53321,"0,23","-0,03","0,96"
53321,"0,27","-0,06","0,93"
53321,"0,25","-0,07","0,96"
53321,"0,21","-0,01","0,91"
53321,"0,19","-0,06","0,87"
53321,"0,20","-0,09","0,93"
53321,"0,25","-0,08","0,9"
53321,"0,23","-0,09","0,93"
53321,"0,15","-0,07","0,89"
53321,"0,22","-0,08","0,92"
53321,"0,24","-0,16","0,86"
53321,"0,16","-0,1","0,93"
53321,"0,21","0,01","0,93"
53321,"0,27","-0,11","0,96"
53321,"0,21","-0,05","0,96"
53321,"0,26",0,"0,84"
53321,"0,15","-0,06","0,95"
53321,"0,19","-0,03","0,9"
53321,"0,19","-0,05","0,9"
53321,"0,16","-0,07","0,93"
53321,"0,23","-0,04","0,92"
53321,"0,21","-0,07","0,89"
53321,"0,21","-0,13","0,93"
53321,"0,23","-0,06","0,93"
53321,"0,20","-0,07","0,93"
53321,"0,19","-0,11","0,92"
53321,"0,20","-0,04","0,86"
53321,"0,19","-0,08","0,89"
53322,"0,05","-0,09","0,83"
53322,"0,13",0,"0,81"
53322,"-0,15","-0,07","0,89"
53322,"-0,04","-0,05","0,91"
53322,"0,12","-0,02","0,93"
53322,"0,02","-0,07","0,98"
53322,"0,07","-0,05","0,92"
53322,"0,08","-0,06","0,95"
53322,"0,04","-0,09","0,9"
53322,"0,02","-0,07","0,92"
53322,"0,13","-0,05","0,95"
53322,"0,02","-0,08","0,91"
53322,"-0,05","-0,05","0,93"
53322,"0,10","-0,07","0,93"
53322,"0,00","-0,03","0,98"
53322,"0,07","-0,08","0,94"
53322,"0,06","-0,04","0,85"
53322,"0,07","-0,05","0,9"
53322,"0,00","-0,07","0,86"
53322,"0,01","-0,09","0,91"
53322,"0,07","-0,06","0,99"
53322,"-0,02","-0,05","0,91"
53322,"0,07","-0,07","0,94"
53322,"-0,02","-0,06","0,89"
53322,"-0,01","-0,02","0,93"
53322,"0,07","-0,06","0,95"
53322,"0,01","-0,07","0,89"
53322,"0,05","-0,1","0,94"
53322,"0,06","-0,03","0,93"
53322,"0,04","-0,14","0,87"
53322,"0,00","-0,07","0,96"
53323,"-0,05","-0,07","0,91"
53323,"-0,01","-0,1","0,9"
53323,"0,00","-0,1","0,91"
53323,"-0,01","-0,02","0,93"
53323,"0,24","-0,08","0,93"
53323,"0,04","-0,05","0,98"
53323,"0,04","-0,05","0,94"
53323,"0,05","-0,05","0,97"
53323,"0,06","-0,04","0,9"
53323,"0,08","-0,03","0,87"
53323,"0,12","-0,07","0,91"
53323,"0,10","-0,07","0,97"
53323,"0,07","-0,08","0,98"
53323,"0,09","-0,09","0,89"
53323,"0,10","-0,05","0,95"
53323,"0,10","-0,03","0,95"
53323,"0,10","-0,04","0,93"
53323,"0,08","-0,02","0,95"
53323,"0,11","-0,04","0,9"
53323,"0,13","-0,05","0,91"
53323,"0,23","-0,08","0,93"
53323,"0,17","-0,03","0,89"
53323,"0,19","-0,12","0,93"
53323,"0,21","-0,04","0,9"
53323,"0,17","-0,09","0,92"
53323,"0,13","-0,07","0,98"
53323,"0,18","-0,04","0,89"
53323,"0,08","-0,04","0,98"
53323,"0,18","-0,03","0,91"
53323,"0,13","-0,07","0,98"
53323,"0,16","-0,04","0,89"
53323,"0,20","-0,09","0,88"
53324,"0,17","-0,04","0,92"
53324,"0,21","-0,08","0,94"
53324,"0,22","-0,11","0,95"
53324,"0,22",0,"0,92"
53324,"0,13","-0,08","0,98"
53324,"0,22",0,"0,89"
53324,"0,22","-0,03","0,87"
53324,"0,21","-0,08","0,89"
53324,"0,20","-0,05","0,87"
53324,"0,14","-0,08","0,92"
53324,"0,18","-0,02","0,98"
53324,"0,13","-0,07","0,93"
53324,"0,10","-0,02","0,94"
53324,"0,15","-0,06","0,95"
53324,"0,16","-0,04","0,93"
53324,"0,16","-0,04","0,9"
53324,"0,17","-0,09","0,93"
53324,"0,24","-0,09","0,95"
53324,"0,19","-0,08","0,93"
53324,"0,11","-0,02","0,91"
53324,"0,11","-0,03","0,92"
53324,"0,12","-0,06","0,91"
53324,"0,12","-0,07","0,93"
53324,"0,17","-0,03","0,96"
53324,"0,23","-0,09","0,91"
53324,"0,16","-0,07","0,88"
53324,"0,16","-0,09","0,9"
53324,"0,21","-0,05","0,9"
53324,"0,16","-0,09","0,96"
53324,"0,15","-0,08","0,88"
53324,"0,14","-0,11","0,91"
53324,"0,19","-0,01","0,94"
53325,"0,23","-0,09","0,92"
53325,"0,10","-0,01","0,94"
53325,"0,12","-0,07","0,91"
53325,"0,19","-0,12","0,9"
53325,"0,18","-0,14","0,95"
53325,"0,07","0,03","0,99"
53325,"0,16","-0,14","0,9"
53325,"0,12","-0,09","0,97"
53325,"0,04",0,"0,89"
53325,"-0,02","-0,07","0,94"
53325,"0,14","-0,08","0,87"
53325,"0,05","-0,03","0,86"
53325,"0,02","-0,09","0,94"
53325,"0,00","-0,07","0,92"
53325,"0,07","-0,11","0,93"
53325,"-0,04","-0,05","0,95"
53325,"0,04","-0,04","0,94"
53325,"0,02","-0,1","0,98"
53325,"0,02","-0,07","0,97"
53325,"0,02","-0,07","0,94"
53325,"0,01","-0,02","1,04"
53325,"-0,01","-0,06","0,93"
53325,"0,09","-0,06","0,96"
53325,"0,02","-0,13","0,87"
53325,"-0,06","-0,03","0,9"
53325,"0,07","-0,06","0,88"
53325,"0,16","-0,05","0,96"
53325,"-0,01","-0,1","0,91"
53325,"-0,07","-0,07","1,08"
53325,"-0,05","-0,09","0,82"
53325,"0,12","-0,11","0,8"
53325,"-0,03","-0,04","0,91"
53325,"0,09","-0,07","0,85"
53326,"-0,02","-0,04","0,84"
53326,"0,10","-0,02","0,84"
53326,"0,03","-0,04","0,88"
53326,"0,07","-0,1","0,82"
53326,"0,00","-0,04","0,98"
53326,"0,10","-0,06","0,91"
53326,"-0,07","-0,02","0,96"
53326,"0,03","-0,07","0,98"
53326,"0,08","-0,08","0,9"
53326,"-0,07","-0,09","1,03"
53326,"-0,04","-0,1","0,9"
53326,"-0,04","-0,04","0,89"
53326,"-0,01","-0,09","0,91"
53326,"-0,05","-0,05","0,98"
53326,"0,00","-0,02","0,89"
53326,"-0,04","-0,14","0,92"
53326,"0,03","-0,05","0,97"
53326,"0,09","-0,09","0,95"
53326,"-0,02","-0,06","1,02"
53326,"0,05","-0,03","0,84"
53326,"-0,05","-0,08","0,92"
53326,"-0,02","-0,12","0,89"
53326,"0,02","-0,01","0,95"
53326,"0,09","-0,04","0,92"
53326,"-0,06","-0,04","0,96"
53326,"-0,03","0,08","0,86"
53326,"0,02","-0,07","0,83"
53326,"-0,11","-0,09","0,92"
53326,"0,06","-0,11","0,91"
53326,"0,05",0,"0,97"
53326,"0,03","-0,1",1
53326,"-0,09","-0,07","0,92"
53327,"-0,01","-0,03","0,99"
53327,"-0,04","-0,02","1,1"
53327,"-0,02","-0,08","0,86"
53327,"0,08","-0,05","0,84"
53327,"0,08","-0,05","0,78"
53327,"-0,03","-0,12","0,84"
53327,"-0,02","-0,11","0,89"
53327,"0,05","-0,04","0,95"
53327,"-0,02","-0,02","0,93"
53327,"0,09","-0,05","0,89"
53327,"0,05","-0,07","0,93"
53327,"0,03","-0,07","0,9"
53327,"0,02","-0,06","0,95"
53327,"-0,06","-0,04","0,94"
53327,"0,05","-0,06","0,89"
53327,"0,05","-0,06","0,93"
53327,"0,03","-0,05","0,9"
53327,"0,02","-0,08","0,9"
53327,"-0,06","-0,06","0,99"
53327,"0,04",0,"0,93"
53327,"-0,01","-0,04","0,96"
53327,"0,04","-0,11","0,96"
53327,"0,08","-0,09","0,95"
53327,"0,09","-0,07","0,86"
53327,"-0,09","-0,1","1,05"
53327,"0,02",0,"0,97"
53327,"0,04","-0,04","0,91"
53327,"0,01","-0,07","0,98"
53327,"0,05","-0,04","0,89"
53327,"0,02","-0,09","0,93"
53327,"0,00","-0,13","0,96"
53328,"0,04","-0,1","0,92"
53328,"0,10",0,"0,75"
53328,"-0,11","-0,02","1,01"
53328,"-0,06","-0,02","0,87"
53328,"-0,03","-0,06","0,87"
53328,"0,00","-0,07","0,92"
53328,"-0,09","-0,12","0,91"
53328,"-0,06","-0,03","0,94"
53328,"-0,04","-0,01","0,93"
53328,"-0,06","-0,01","0,96"
53328,"-0,07","-0,09","0,85"
53328,"-0,13","-0,06","1,01"
53328,"0,05","-0,09","0,89"
53328,"-0,06","-0,04","0,96"
53328,"-0,09","-0,03","0,92"
53328,"-0,05","-0,02","0,95"
53328,"-0,05","-0,07","0,89"
53328,"-0,09","-0,04","0,89"
53328,"-0,09","-0,07","0,93"
53328,"-0,05","-0,03","0,95"
53328,"-0,10","-0,05","0,9"
53328,"-0,07","-0,12","0,96"
53328,"-0,06","-0,04","0,89"
53328,"-0,08","-0,07","0,93"
53328,"-0,10","-0,08",1
53328,"-0,07","-0,06","0,93"
53328,"-0,05","-0,03","0,9"
53328,"-0,13","-0,06","0,96"
53328,"-0,11","-0,06","0,97"
53328,"-0,09","-0,04","0,95"
53328,"-0,05","-0,11","0,92"
53328,"-0,14","-0,06","0,92"
53329,"-0,14","-0,07","0,94"
53329,"-0,13","-0,05","0,97"
53329,"-0,14","-0,05","0,96"
53329,"-0,12","-0,05","1,03"
53329,"-0,06","-0,07","0,95"
53329,"-0,03","-0,05","0,97"
53329,"-0,18","-0,02","0,93"
53329,"-0,12","-0,06","0,94"
53329,"-0,14","-0,11","0,93"
53329,"-0,14","-0,09","0,87"
53329,"-0,20","-0,09","0,88"
53329,"-0,14","-0,09","0,94"
53329,"-0,20","-0,01","0,96"
53329,"-0,13","-0,03","0,93"
53329,"-0,13","-0,07","0,89"
53329,"-0,10","-0,07","0,94"
53329,"-0,16","-0,04","0,95"
53329,"-0,15","-0,05","0,94"
53329,"-0,14","-0,08","0,88"
53329,"-0,20","-0,07","0,98"
53329,"-0,18","-0,06","0,93"
53329,"-0,15","-0,07","0,96"
53329,"-0,20","0,01","0,96"
53329,"-0,18","-0,03","0,93"
53329,"-0,17","-0,06","0,93"
53329,"-0,16","-0,08","0,86"
53329,"-0,18","-0,07","0,87"
53329,"-0,25","-0,07","0,91"
53329,"-0,21","-0,11","0,85"
53329,"-0,21","-0,07","0,93"
53329,"-0,24","-0,06","0,96"
53330,"-0,21","-0,05",1
53330,"-0,18","-0,04","0,86"
53330,"-0,20","-0,06","0,97"
53330,"-0,20","-0,07","0,97"
53330,"-0,19","-0,05","0,97"
53330,"-0,22","-0,06","0,97"
53330,"-0,16","-0,04","0,92"
53330,"-0,23","-0,07","0,93"
53330,"-0,26","-0,05","0,92"
53330,"-0,23","-0,06","0,89"
53330,"-0,20","-0,08","0,94"
53330,"-0,20","-0,08","0,95"
53330,"-0,20","-0,08","0,87"
53330,"-0,18","-0,07","0,89"
53330,"-0,15","-0,1","0,88"
53330,"-0,16","-0,06","0,93"
53330,"-0,16","-0,06","0,88"
53330,"-0,16","-0,07","0,91"
53330,"-0,15","-0,07","0,86"
53330,"-0,18","-0,05","0,94"
53330,"-0,14","-0,07","0,88"
53330,"-0,15","-0,09","0,89"
53330,"-0,12","-0,07","0,83"
53330,"-0,15","-0,06","0,93"
53330,"-0,16","-0,07","0,91"
53330,"-0,17","-0,06","0,9"
53330,"-0,13","-0,04","0,89"
53330,"-0,14","-0,07","0,89"
53330,"-0,15","-0,04","0,94"
53330,"-0,14","-0,06","0,96"
53330,"-0,13","-0,03","0,91"
53331,"-0,07","-0,07","0,89"
53331,"-0,11","-0,05","0,98"
53331,"-0,10","-0,03","0,98"
53331,"-0,09","-0,03","0,96"
53331,"-0,09","-0,04","0,94"
53331,"-0,09","-0,05","0,93"
53331,"-0,07","-0,04","0,91"
53331,"0,00","-0,02","0,96"
53331,"0,03","-0,05","0,96"
53331,"0,02","-0,03","0,95"
53331,"0,02","-0,04","0,95"
53331,"0,00","-0,05","0,89"
53331,"0,02","-0,05","0,89"
53331,"0,00","-0,07","0,88"
53331,"0,02","-0,06","1,02"
53331,"-0,19","-0,09","1,2"
53331,"0,04","-0,11","0,79"
53331,"-0,11","-0,14","1,18"
53331,"-0,07","-0,07","1,12"
53331,"-0,01","-0,04","1,11"
53331,"0,04","-0,11","1,01"
53331,"0,06","-0,08","0,93"
53331,"0,04","-0,06","0,92"
53331,"0,08","-0,04","0,88"
53331,"0,05","-0,02","0,82"
53331,"0,02",0,"0,83"
53331,"0,09",0,"0,77"
53331,"0,15","-0,06","0,71"
53331,"0,07","-0,04","0,67"
53331,"0,08","-0,02","0,61"
53331,"0,12","-0,05","0,58"
53331,"0,09","-0,04","0,62"
53331,"0,02","-0,04","0,63"
53332,"0,14",0,"0,75"
53332,"0,18","-0,06","0,7"
53332,"0,15","-0,09","0,83"
53332,"0,09","-0,05","0,82"
53332,"0,09","-0,04","0,91"
53332,"0,03","-0,07","0,96"
53332,"-0,05","-0,04","1,01"
53332,"0,02","-0,04","1,02"
53332,"0,02","-0,03","0,82"
53332,"0,01","-0,05","1,04"
53332,"-0,09","0,08","0,99"
53332,"-0,14","-0,03","1,21"
53332,"0,01","-0,04","1,28"
53332,"-0,22","-0,01","1,28"
53332,"-0,04","-0,09","1,31"
53332,"-0,06","-0,11","1,09"
53332,"-0,03","-0,11","1,03"
53332,"-0,01","-0,11",1
53332,"0,00","-0,06","0,91"
53332,"0,05","-0,09","0,87"
53332,"-0,01","-0,08","0,81"
53332,"0,02","-0,07","0,77"
53332,"0,02","-0,08","0,75"
53332,"0,04","-0,07","0,79"
53332,"0,07","-0,05","0,82"
53332,"0,07","-0,02","0,91"
53332,"-0,02",0,"0,93"
53332,"0,05",0,"0,91"
53332,"0,04","0,01","0,92"
53333,"0,11","0,02","0,93"
53333,"0,11","-0,02","0,88"
53333,"0,10","-0,02","0,89"
53333,"-0,01","-0,11","0,9"
53333,"0,00","-0,1","1,02"
53333,"0,03","-0,12","0,95"
53333,"-0,05","-0,08","1,05"
53333,"-0,01","-0,08","0,98"
53333,"0,04","-0,08","1,02"
53333,"-0,02","-0,08","0,92"
53333,"0,04","-0,06","0,88"
53333,"0,12","-0,05","0,9"
53333,"0,04","-0,07","0,9"
53333,"0,03","-0,05","0,91"
53333,"0,16","-0,07","0,91"
53333,"0,01","-0,05","0,92"
53333,"0,07","-0,03","0,91"
53333,"0,12","-0,06","0,93"
53333,"0,02","-0,05","0,88"
53333,"0,06","-0,05","0,87"
53333,"0,08","-0,04","0,92"
53333,"0,07","-0,02","0,94"
53333,"0,08","-0,04","0,93"
53333,"0,14","-0,06","0,96"
53333,"0,10","-0,08","0,91"
53333,"0,07","-0,06","0,93"
53333,"0,13","-0,09","0,92"
53333,"0,10","-0,04","0,93"
53333,"0,08","-0,04","0,95"
53333,"0,10","-0,07","0,89"
53333,"0,19","-0,04","0,93"
53333,"0,20","-0,06","0,93"
53334,"0,13","-0,05","0,94"
53334,"0,18","-0,06","0,89"
53334,"0,21","-0,04","0,87"
53334,"0,23","-0,04","0,92"
53334,"0,18","-0,06","0,88"
53334,"0,15","-0,07","0,93"
53334,"0,17","-0,03","0,95"
53334,"0,18","-0,06","0,92"
53334,"0,18","-0,06","0,91"
53334,"0,23","-0,06","0,87"
53334,"0,23","-0,06","0,89"
53334,"0,25","-0,06","0,88"
53334,"0,21","-0,04","0,91"
53334,"0,23","-0,07","0,94"
53334,"0,25","-0,05","0,88"
53334,"0,26","-0,07","0,9"
53334,"0,24","-0,07","0,91"
53334,"0,21","-0,07","0,91"
53334,"0,20","-0,07","0,94"
53334,"0,18","-0,04","0,93"
53334,"0,17","-0,07","0,93"
53334,"0,19","-0,05","0,9"
53334,"0,21","-0,07","0,92"
53334,"0,22","-0,06","0,91"
53334,"0,21","-0,09","0,92"
53334,"0,18","-0,09","0,93"
53334,"0,21","-0,02","0,93"
53334,"0,21","-0,06","0,93"
53334,"0,19","-0,05","0,88"
53334,"0,18","-0,05","0,92"
53334,"0,19","-0,04","0,95"
53334,"0,23","-0,05","0,97"
53334,"0,22","-0,05","0,89"
53335,"0,16","-0,07","0,9"
53335,"0,21","-0,06","0,9"
53335,"0,19","-0,05","0,89"
53335,"0,14","-0,03","0,97"
53335,"0,21","-0,06","0,93"
53335,"0,17","-0,04","0,96"
53335,"0,21","-0,05","0,94"
53335,"0,22","-0,04","0,91"
53335,"0,20","-0,06","0,93"
53335,"0,19","-0,07","0,88"
53335,"0,16","-0,01","0,91"
53335,"0,14","-0,1","0,9"
53335,"0,16","-0,07","0,93"
53335,"0,15","-0,05","0,93"
53335,"0,21","-0,08","0,88"
53335,"0,17","-0,04","0,91"
53335,"0,23","-0,09","0,84"
53335,"0,14","-0,04","0,95"
53335,"0,16","-0,02","0,91"
53335,"0,18","-0,05","0,95"
53335,"0,20","-0,07","0,96"
53335,"0,13",0,"0,94"
53335,"0,25","-0,06","0,92"
53335,"0,24","-0,04","0,91"
53335,"0,11","-0,06","0,91"
53335,"0,17","-0,09","0,86"
53335,"0,27","-0,09","0,88"
53335,"0,24","-0,1","0,92"
53335,"0,12","-0,01","1,01"
53335,"0,09","-0,02","0,91"
53335,"0,17","-0,05","0,86"
53335,"-0,02","-0,04","0,86"
53336,"0,12","-0,08","0,84"
