time,x,y,z
13:48:02.894,-0.39,0.04,0.89
13:48:02.894,-0.38,-0.12,0.88
13:48:02.898,-0.45,0.04,0.97
13:48:02.946,-0.45,-0.09,0.98
13:48:02.977,-0.46,-0.03,0.98
13:48:03.010,-0.34,0.04,0.97
13:48:03.042,-0.40,-0.09,0.95
13:48:03.077,-0.46,-0.05,0.89
13:48:03.108,-0.37,-0.05,0.79
13:48:03.143,-0.41,0.14,0.80
13:48:03.181,-0.39,-0.03,0.79
13:48:03.209,-0.47,-0.04,0.90
13:48:03.249,-0.48,0.04,0.88
13:48:03.282,-0.50,-0.10,0.95
13:48:03.310,-0.53,-0.06,0.96
13:48:03.345,-0.42,-0.06,1.03
13:48:03.378,-0.40,-0.01,1.04
13:48:03.407,-0.50,-0.09,1.00
13:48:03.442,-0.54,-0.05,1.03
13:48:03.474,-0.42,-0.12,0.93
13:48:03.507,-0.30,-0.00,1.03
13:48:03.507,-0.35,0.07,0.93
13:48:03.540,-0.32,-0.02,0.89
13:48:03.574,-0.45,-0.02,0.85
13:48:03.607,-0.41,-0.07,0.77
13:48:03.645,-0.43,0.00,0.88
13:48:03.675,-0.41,-0.03,0.83
13:48:03.707,-0.43,0.03,0.88
13:48:03.740,-0.39,-0.06,0.87
13:48:03.775,-0.52,0.05,1.00
13:48:03.807,-0.44,-0.05,0.91
13:48:03.840,-0.39,0.03,0.88
13:48:03.874,-0.43,-0.02,0.86
13:48:03.907,-0.45,-0.02,0.96
13:48:03.943,-0.43,-0.02,0.95
13:48:03.973,-0.33,-0.03,0.91
13:48:04.010,-0.33,0.03,0.95
13:48:04.043,-0.34,-0.01,0.93
13:48:04.073,-0.37,0.03,0.83
13:48:04.106,-0.30,-0.06,0.87
13:48:04.141,-0.30,-0.11,0.86
13:48:04.174,-0.46,0.18,0.84
13:48:04.207,-0.37,-0.12,0.89
13:48:04.241,-0.48,0.16,0.89
13:48:04.273,-0.31,-0.16,0.94
13:48:04.273,-0.54,0.09,0.95
13:48:04.307,-0.49,-0.02,0.89
13:48:04.346,-0.41,-0.04,0.95
13:48:04.374,-0.42,0.04,0.99
13:48:04.406,-0.37,0.01,0.92
13:48:04.440,-0.38,-0.09,0.86
13:48:04.473,-0.48,0.04,0.88
13:48:04.506,-0.43,0.02,0.91
13:48:04.540,-0.31,-0.05,0.86
13:48:04.573,-0.37,0.05,0.95
13:48:04.606,-0.35,0.07,0.96
13:48:04.639,-0.29,0.03,0.89
13:48:04.672,-0.34,0.02,0.84
13:48:04.706,-0.26,-0.03,0.86
13:48:04.739,-0.23,0.05,0.89
13:48:04.772,-0.25,0.04,0.91
13:48:04.806,-0.18,-0.02,0.88
13:48:04.842,-0.21,0.06,0.89
13:48:04.873,-0.18,-0.01,0.90
13:48:04.873,-0.22,0.08,0.94
13:48:04.906,-0.23,0.12,0.88
13:48:04.940,-0.16,0.03,0.92
13:48:04.973,-0.13,0.08,0.89
13:48:05.006,-0.17,0.20,0.89
13:48:05.038,-0.06,0.04,0.97
13:48:05.073,-0.16,0.14,0.93
13:48:05.107,-0.14,0.07,0.93
13:48:05.142,-0.14,0.16,0.89
13:48:05.172,-0.12,0.09,0.86
13:48:05.207,-0.10,0.21,0.93
13:48:05.240,-0.05,0.14,0.96
13:48:05.272,-0.17,0.14,0.92
13:48:05.305,-0.16,0.12,0.87
13:48:05.339,-0.20,0.14,0.86
13:48:05.375,-0.14,0.17,0.90
13:48:05.375,-0.07,0.15,0.93
13:48:05.406,-0.18,0.17,0.92
13:48:05.438,-0.19,0.13,0.93
13:48:05.471,-0.22,0.11,0.87
13:48:05.506,-0.24,0.12,0.93
13:48:05.539,-0.16,0.19,0.91
13:48:05.573,-0.07,0.15,0.91
13:48:05.606,-0.11,0.18,0.98
13:48:05.639,-0.19,0.14,0.87
13:48:05.672,-0.09,0.11,0.91
13:48:05.703,-0.05,0.19,0.91
13:48:05.741,-0.00,0.11,0.94
13:48:05.771,-0.12,0.12,0.90
13:48:05.807,-0.13,0.15,0.91
13:48:05.837,-0.12,0.07,0.91
13:48:05.870,-0.16,0.14,0.91
13:48:05.870,-0.10,0.18,0.95
13:48:05.906,-0.04,0.14,0.92
13:48:05.945,-0.08,0.20,0.94
13:48:05.971,-0.09,0.11,0.84
13:48:06.006,-0.12,0.09,0.94
13:48:06.039,-0.09,0.18,0.89
13:48:06.074,-0.07,0.11,0.90
13:48:06.114,-0.09,0.10,0.88
13:48:06.129,-0.07,0.16,0.95
13:48:06.172,-0.11,0.13,0.89
13:48:06.203,-0.12,0.09,0.89
13:48:06.238,-0.03,0.18,0.92
13:48:06.276,-0.07,0.13,0.95
13:48:06.302,-0.09,0.07,0.90
13:48:06.339,-0.11,0.11,0.90
13:48:06.372,-0.14,0.16,0.94
13:48:06.372,-0.12,0.12,0.95
13:48:06.406,-0.11,0.20,0.94
13:48:06.446,-0.05,0.11,0.94
13:48:06.471,-0.13,0.16,0.93
13:48:06.506,-0.13,0.05,0.95
13:48:06.539,-0.16,0.16,0.93
13:48:06.573,-0.05,0.07,0.95
13:48:06.606,-0.11,0.19,0.92
13:48:06.635,-0.05,0.07,0.98
13:48:06.668,-0.14,0.15,0.88
13:48:06.704,-0.05,0.07,0.93
13:48:06.735,-0.13,0.14,0.94
13:48:06.768,-0.10,0.10,0.96
13:48:06.803,0.04,0.13,0.96
13:48:06.835,0.05,0.15,0.95
13:48:06.835,0.02,0.17,0.92
13:48:06.868,0.04,0.06,0.89
13:48:06.901,-0.01,0.17,0.91
13:48:06.935,0.02,0.05,0.93
13:48:06.971,0.04,0.07,0.88
13:48:07.002,0.07,0.20,0.89
13:48:07.035,0.05,0.16,1.00
13:48:07.067,0.00,0.06,0.89
