time,x,y,z
13:46:23.390,-0.14,-0.09,1.00
13:46:23.390,-0.06,-0.33,0.67
13:46:23.390,-0.13,0.12,0.89
13:46:23.431,0.05,-0.26,1.08
13:46:23.469,-0.09,-0.11,1.02
13:46:23.497,0.09,-0.16,0.97
13:46:23.530,0.21,-0.14,1.03
13:46:23.566,-0.02,-0.04,0.88
13:46:23.597,-0.08,-0.02,0.81
13:46:23.597,0.14,-0.25,0.91
13:46:23.630,0.21,-0.09,0.87
13:46:23.665,0.13,-0.21,0.99
13:46:23.697,0.05,-0.23,1.00
13:46:23.738,-0.06,-0.00,0.82
13:46:23.765,0.20,-0.40,1.06
13:46:23.801,-0.18,-0.04,0.95
13:46:23.832,0.03,-0.42,1.02
13:46:23.863,-0.02,-0.24,1.05
13:46:23.904,0.03,-0.08,0.89
13:46:23.929,0.15,-0.23,1.06
13:46:23.963,0.03,-0.16,1.02
13:46:24.004,0.02,-0.27,1.02
13:46:24.032,0.06,-0.34,0.82
13:46:24.069,0.06,-0.13,1.00
13:46:24.100,0.03,-0.13,0.85
13:46:24.131,0.05,-0.38,0.86
13:46:24.163,0.01,-0.05,0.95
13:46:24.163,0.05,-0.32,1.00
13:46:24.197,0.00,-0.20,1.04
13:46:24.230,0.03,-0.28,0.91
13:46:24.268,0.03,-0.28,0.89
13:46:24.300,0.04,-0.08,0.93
13:46:24.331,-0.15,-0.23,0.95
13:46:24.368,-0.03,0.05,0.84
13:46:24.396,0.14,-0.33,0.94
13:46:24.429,0.01,-0.18,0.91
13:46:24.465,-0.14,-0.14,0.93
13:46:24.496,-0.03,-0.20,0.81
13:46:24.529,-0.18,-0.15,1.00
13:46:24.569,-0.03,-0.38,0.77
13:46:24.596,0.10,-0.21,1.09
13:46:24.633,-0.05,-0.09,1.00
13:46:24.665,0.10,-0.31,1.06
13:46:24.697,-0.05,-0.15,0.89
13:46:24.729,-0.02,-0.18,0.88
13:46:24.763,-0.21,-0.13,0.82
13:46:24.794,0.04,-0.30,0.98
13:46:24.830,-0.01,-0.29,0.88
13:46:24.830,0.05,-0.27,0.98
13:46:24.863,-0.07,-0.16,0.97
13:46:24.895,-0.02,-0.05,0.99
13:46:24.930,-0.15,-0.43,0.92
13:46:24.962,-0.15,-0.18,1.02
13:46:24.994,-0.17,-0.14,1.02
13:46:25.029,0.02,-0.40,0.99
13:46:25.060,-0.15,-0.02,0.89
13:46:25.099,-0.04,-0.13,0.84
13:46:25.127,-0.11,-0.07,0.83
13:46:25.160,-0.11,-0.09,0.87
13:46:25.195,-0.07,-0.09,0.93
13:46:25.231,-0.09,-0.05,0.88
13:46:25.259,-0.09,-0.14,0.89
13:46:25.297,-0.20,-0.11,0.97
13:46:25.327,-0.27,-0.26,0.88
13:46:25.360,-0.14,-0.19,0.94
13:46:25.393,-0.15,-0.19,1.03
13:46:25.427,-0.31,-0.14,0.95
13:46:25.461,-0.15,-0.25,1.02
13:46:25.494,-0.18,-0.19,1.02
13:46:25.528,-0.22,-0.16,0.94
13:46:25.563,-0.25,-0.25,0.93
13:46:25.593,-0.33,-0.24,0.90
13:46:25.627,-0.14,-0.32,0.98
13:46:25.662,-0.32,-0.08,0.89
13:46:25.696,-0.30,-0.28,0.97
13:46:25.726,-0.30,-0.20,0.98
13:46:25.760,-0.40,-0.23,0.91
13:46:25.792,-0.29,-0.29,0.93
13:46:25.792,-0.27,-0.20,0.94
13:46:25.826,-0.32,-0.24,0.91
13:46:25.859,-0.17,-0.24,0.94
13:46:25.895,-0.15,-0.18,0.96
13:46:25.926,-0.26,-0.22,0.97
13:46:25.959,-0.36,-0.30,0.84
13:46:25.993,-0.26,-0.36,0.87
13:46:26.025,-0.39,-0.28,0.84
13:46:26.060,-0.57,-0.30,0.90
13:46:26.092,-0.42,-0.37,0.89
13:46:26.126,-0.20,-0.11,0.87
13:46:26.159,-0.12,-0.14,0.86
13:46:26.192,-0.20,-0.01,0.86
13:46:26.226,-0.17,-0.24,0.82
13:46:26.259,-0.37,-0.14,0.94
13:46:26.292,-0.32,-0.13,0.92
13:46:26.325,-0.39,-0.25,1.00
13:46:26.359,-0.37,-0.21,0.86
13:46:26.391,-0.32,-0.20,0.77
13:46:26.425,-0.26,-0.30,0.87
13:46:26.459,-0.42,-0.08,0.82
13:46:26.492,-0.15,-0.19,0.92
13:46:26.525,-0.25,-0.11,1.05
13:46:26.559,-0.32,-0.18,0.95
13:46:26.593,-0.28,-0.17,1.01
13:46:26.625,-0.38,-0.28,0.99
13:46:26.659,-0.44,-0.13,0.94
13:46:26.693,-0.37,-0.09,0.96
13:46:26.725,-0.35,-0.30,1.15
13:46:26.759,-0.22,-0.23,1.02
13:46:26.792,-0.08,0.05,1.05
13:46:26.792,-0.24,-0.11,1.11
13:46:26.825,-0.49,-0.21,1.06
13:46:26.858,-0.30,-0.47,1.09
13:46:26.897,-0.52,-0.13,1.04
13:46:26.924,-0.41,-0.35,1.01
13:46:26.959,-0.33,-0.11,0.79
13:46:26.992,-0.30,-0.23,0.82
13:46:27.024,-0.37,-0.23,0.80
13:46:27.059,-0.38,-0.20,0.95
13:46:27.092,-0.48,-0.18,0.86
13:46:27.125,-0.32,-0.27,0.80
13:46:27.159,-0.15,-0.25,0.82
13:46:27.193,-0.36,-0.11,0.82
13:46:27.225,-0.25,-0.15,0.93
13:46:27.259,-0.23,-0.14,0.98
13:46:27.293,-0.37,-0.13,0.92
13:46:27.324,-0.25,-0.39,0.94
13:46:27.358,-0.37,-0.11,0.93
13:46:27.393,-0.28,-0.24,0.93
13:46:27.424,-0.29,-0.23,0.95
13:46:27.457,-0.21,-0.16,0.88
13:46:27.489,-0.12,-0.24,1.05
13:46:27.526,-0.27,-0.11,1.00
13:46:27.559,-0.25,-0.21,0.90
13:46:27.591,-0.25,-0.24,0.91
13:46:27.625,-0.29,-0.16,0.83
13:46:27.659,-0.33,-0.12,0.86
13:46:27.692,-0.27,-0.24,0.70
13:46:27.725,-0.31,-0.18,0.86
13:46:27.757,-0.33,-0.23,1.00
13:46:27.790,-0.18,-0.23,0.89
13:46:27.823,-0.18,-0.13,0.95
13:46:27.823,-0.16,-0.14,0.88
13:46:27.859,-0.19,-0.20,1.02
13:46:27.892,-0.18,-0.17,1.01
13:46:27.921,-0.18,-0.12,1.13
13:46:27.957,-0.24,-0.14,1.07
13:46:27.992,-0.08,-0.19,1.04
13:46:28.025,-0.24,-0.13,0.89
13:46:28.055,-0.21,-0.21,0.87
13:46:28.088,-0.39,-0.05,0.96
13:46:28.122,-0.34,-0.21,1.00
13:46:28.155,-0.37,-0.05,0.84
13:46:28.188,-0.27,-0.17,0.78
13:46:28.222,-0.30,-0.05,0.88
13:46:28.255,-0.31,-0.11,0.93
13:46:28.288,-0.27,-0.06,0.82
13:46:28.321,-0.29,-0.07,0.84
13:46:28.355,-0.18,-0.15,0.93
13:46:28.388,-0.21,-0.04,0.87
13:46:28.423,-0.25,-0.02,0.83
13:46:28.455,-0.16,-0.19,0.92
13:46:28.488,-0.40,0.09,0.52
13:46:28.522,-0.13,-0.35,0.84
13:46:28.555,-0.30,-0.19,1.12
13:46:28.588,-0.17,-0.20,1.13
13:46:28.622,-0.22,-0.10,1.16
13:46:28.655,-0.37,-0.07,1.05
13:46:28.690,-0.32,-0.13,1.22
13:46:28.720,-0.27,-0.23,1.15
13:46:28.753,-0.45,-0.04,0.98
13:46:28.788,-0.18,-0.14,0.99
13:46:28.821,-0.18,-0.14,0.82
13:46:28.821,-0.29,-0.15,0.68
13:46:28.854,-0.31,0.02,1.00
13:46:28.888,-0.46,-0.14,0.80
13:46:28.921,-0.16,-0.17,0.86
13:46:28.954,-0.10,-0.07,0.86
13:46:28.989,-0.07,-0.11,0.91
13:46:29.019,0.05,-0.01,1.05
13:46:29.055,-0.37,0.25,0.87
13:46:29.085,-0.09,-0.37,0.68
13:46:29.120,-0.21,-0.04,0.86
13:46:29.154,-0.37,-0.08,0.98
13:46:29.186,-0.11,0.04,1.07
13:46:29.221,-0.34,-0.13,1.08
13:46:29.254,-0.42,-0.10,0.96
13:46:29.288,-0.14,-0.25,0.94
